id,ma_thiet_bi,associated_with,loai_id,hang_san_xuat_id,so_dang_ky,so_giay_dang_kiem,nam_san_xuat,nam_su_dung,so_khung,so_may,dv_so_huu_id,dv_quan_ly_id,dv_thue_id,khu_vuc_id,model_id,ghi_chu,tag_1,last_modified_by_user_id
1328,QH56_37,QH56-37,40,52,QH56-37,,2010,2010,,,2,6,1000,1,1000,,,
1329,QH59_18,QH59-18,39,19,QH59-18,2329,2012,2012,1D6001211,2AZ-E271368,5,5,1000,1,1000,,,
1330,QH59_19,QH59-19,39,19,QH59-19,2330,2012,2012,1D6001306,2AZ-E272430,31,31,1000,1,1000,,,
1331,QH59_95,QH59-95,40,19,QH59-95,,2012,2012,4D9017205,2TR-7606941,2,23,1000,2,1000,,,
1332,QH59_59,QH59-59,39,19,QH59-59,,2012,2012,,,2,23,1000,5,1000,,,
1333,QH59_15,QH59-15,40,19,QH59-15,,2013,2013,,,2,23,1000,5,1000,,,
1334,QH59_78,QH59-78,39,19,QH59-78,,2013,2013,,,13,13,1000,4,1000,,,
1335,NO-01,NO01,16,25,No01,,1998,1998,362380,325744,2,5,1000,1,1000,,,
1336,NO-02,NO02,16,25,No02,,1998,1998,948761,396972,2,19,1000,1,1000,,,
1337,NO-03,NO03,16,25,No03,,1998,1998,112166,485069,2,5,1000,1,1000,,,
1338,NO-04,NO04,16,25,No04,,1998,1998,934595,389779,2,5,1000,1,1000,,,
1339,NO-05,NO05,16,25,No05,,1998,1998,848431,350868,2,5,1000,1,1000,,,
1340,NO-07,NO07,32,25,No07,,1998,1998,410750,973708,2,13,1000,4,1000,,,
1341,NO-08,NO08,16,25,No08,,1998,1998,367824,2300091,2,5,1000,1,1000,,,
1342,NO-10,NO10,38,25,No10,,1998,1998,374617,894210,2,1,1000,1,1000,,,
1343,NO-11,NO11,32,25,No11,,2005,2005,536,5109316,2,19,1000,1,1000,,,
1344,NO-12,NO12,32,25,No12,,2005,2005,498,5109355,2,19,1000,3,1000,,,
1345,NO-13,NO13,32,25,No13,,2005,2005,464,5109283,2,19,1000,1,1000,,,
1346,NO-14,NO14,32,25,No14,,2007,2007,2678,166972,2,19,1000,1,1000,,,
1347,NO-15,NO15,32,25,No15,,2007,2007,293,164040,2,19,1000,1,1000,,,
1348,NO-16,NO16,32,25,No16,,2007,2007,2937,83363,2,19,1000,1,1000,,,
1349,NO-17,NO17,32,25,No17,,2007,2007,3134,345153,2,19,1000,1,1000,,,
1350,NO-18,NO18,32,25,No18,,2007,2007,2936,83364,2,19,1000,1,1000,,,
1351,NO-19,NO19,32,55,No19,,2010,2010,66681,557996,2,19,1000,3,1000,,,
1352,NO-20,NO20,32,55,No20,,2010,2010,70951,562256,2,19,1000,1,1000,,,
1353,NO-21,NO21,32,55,No21,,2010,2010,70916,56221,2,19,1000,1,1000,,,
1354,NO-22,NO22,32,55,No22,,2010,2010,71158,562463,2,19,1000,1,1000,,,
1355,NO-23,NO23,32,55,No23,,2010,2010,71150,562455,2,19,1000,1,1000,,,
1356,NO-24,NO24,32,55,No24,,2010,2011,77132,575591,2,19,1000,1,1000,,,
1357,NO-25,NO25,32,55,No25,,2010,2011,80190,576986,2,19,1000,1,1000,,,
1358,NO-26,NO26,32,55,No26,,2010,2011,77100,575559,2,19,1000,1,1000,,,
1359,NO-27,NO27,32,55,No27,,2010,2011,89970,599597,2,19,1000,1,1000,,,
1360,NO-28,NO28,32,55,No28,,2010,2011,89972,599599,2,19,1000,1,1000,,,
1361,NO-29,NO29,32,55,No29,,2010,2011,89973,599600,2,19,1000,1,1000,,,
1362,NO-30,NO30,32,55,No30,,2010,2011,990524,601066,2,19,1000,1,1000,,,
1363,NO-31,NO31,32,25,No31,,2013,2013,,,2,19,1000,1,1000,,,
1364,NO-32,NO32,32,25,No32,,2013,2013,,,2,19,1000,1,1000,,,
1365,NO-33,NO33,32,55,No33,,2014,2014,,,2,19,1000,1,1000,,,
1366,NO-34,NO34,32,55,No34,,2014,2014,,,2,19,1000,1,1000,,,
1367,TVCL01,TVCL01,25,56,77179,50KT-000.08,2010,2010,RLENMR85HA7100521,912274,28,28,1000,1,1000,,,
1368,TVCL02,TVCL02,25,56,77180,50KT-000.09,2010,2010,RLENMR85HA7100523,912280,28,28,1000,1,1000,,,
1369,TVCL03,TVCL03,25,56,77174,50KT-000.10,2010,2010,RLENMR85HA7100524,912282,28,28,1000,1,1000,,,
1370,TVCL04,TVCL04,25,56,105498,50KT-000.11,2010,2010,RLENMR85HA7100525,912285,28,28,1000,1,1000,,,
1371,TVCL05,TVCL05,25,56,77141,50KT-000.12,2010,2010,RLENMR85HA7100519,912268,28,28,1000,1,1000,,,
1372,TVCL06,TVCL06,25,56,7723,50KT-000.13,2010,2010,RLENMR85HA7100518,912265,28,28,1000,1,1000,,,
1373,TVCL07,TVCL07,25,56,59568,50KT-000.14,2010,2010,RLENMR85HA7100522,912277,28,28,1000,1,1000,,,
1374,TVCL08,TVCL08,25,56,20890,50KT-000.15,2010,2010,RLENMR85HA7100520,912271,28,28,1000,1,1000,,,
1375,TVCL09,TVCL09,25,56,48475,51C-146.10,2012,2012,RLE1KR55HC7100050,160789,28,28,1000,1,1000,,,
1376,TVCL10,TVCL10,25,56,65266,51C-191.29,2012,2012,RLE1KR55HC7100007,194960,28,28,1000,1,1000,,,
1377,TVCL11,TVCL11,25,56,597469,51C-230.35,2012,2012,RLE1KR55HC7100126,270374,28,28,1000,1,1000,,,
1378,TVCL12,TVCL12,25,56,107007,51C-240.32,2013,2013,RLE1KR55HD7100065,337114,28,28,1000,1,1000,,,
1379,TVCL13,TVCL13,25,56,107017,51C-276.34,2013,2013,RLE1KR55HD7100073,337140,28,28,1000,1,1000,,,
1380,TVCL14,TVCL14,25,56,107002,51C-276.00,2013,2013,RLE1KR55HD7100066,337116,28,28,1000,1,1000,,,
1381,TVCL15,TVCL15,25,56,107004,51C-278.38,2013,2013,RLE1KR55HD7100069,337128,28,28,1000,1,1000,,,
1382,TVCL16,TVCL16,25,56,113990,51C-295.27,2013,2013,RLE1KR55HD7100071,337113,28,28,1000,1,1000,,,
1383,TVCL17,TVCL17,25,56,113994,51C-297.26,2013,2013,RLE1KR55HD7100068,337127,28,28,1000,1,1000,,,
1384,TVCL18,TVCL18,25,56,113996,51C-297.96,2013,2013,RLE1KR55HD7100067,337126,28,28,1000,1,1000,,,
1385,TVCL19,TVCL19,25,56,113992,51C-296.90,2013,2013,RLE1KR55HD7100074,337151,28,28,1000,1,1000,,,
1386,TVCL20,TVCL20,25,56,113989,51C-296.34,2013,2013,RLE1KR55HD7100070,337141,28,28,1000,1,1000,,,
1387,TVCL21,TVCL21,25,57,35601,50KT-000.32,2011,2011,114ZBV051388,OQZL-1503813,28,28,1000,1,1000,,,
1388,TVCL22,TVCL22,25,57,35604,50KT-000.33,2011,2011,114ZBV081406,OQZL-1501083,28,28,1000,1,1000,,,
1389,TVCL23,TVCL23,25,57,35602,50KT-000.31,2011,2011,11ZNBVO20592,Q-C71108151A,28,28,1000,1,1000,,,
1390,TVCL24,TVCL24,25,57,35603,50KT-000.34,2011,2011,11ZNBVO90838,Q-C80204931A,28,28,1000,1,1000,,,
1391,TVCL26,TVCL26,25,39,,,,,RNJCCK6HXE3000076,NO4C-VA15787,37,37,1000,1,1000,,,
1392,TVCL27,TVCL27,25,39,,,,,RNJCCK6HXE3000081,NO4C-VA15804,37,37,1000,1,1000,,,
1393,QH50_73,QH50_73,34,52,QH-5073,,2001,2001,,,2,19,1000,3,1000,,,
1394,QH33_02,QH33_02,35,58,QH-3302,,1994,1994,,,2,19,1000,3,1000,,,
1395,50KT-0008,50KT-0008,35,23,50KT-0008,,2009,2009,,,2,33,1000,1,1000,,,
1396,QH56_75,QH56_75,35,56,QH-5675,,2011,2011,,,2,33,1000,1,1000,,,
1397,NB63,NB63,35,33,80K-1547,,2001,2001,,,2,19,1000,7,1000,,,
1398,NB83,NB83,37,33,80K-1552,,2001,2001,,,2,5,1000,1,1000,,,
1399,NB84,NB84,35,33,80K-1556,,2001,2001,,,2,13,1000,4,1000,,,
1400,NB52,NB52,35,33,80K-1311,,1999,2000,,,2,19,1000,3,1000,,,
1401,ZIN131,ZIN131,35,58,,,,,,,29,33,1000,1,1000,,,
1402,NB72,NB72,35,33,80K-1558,,2001,2001,,,2,19,1000,1,1000,,,
1403,NB81,NB81,35,33,80K-1553,,2001,2001,,,2,19,1000,3,1000,,,
1404,NO06,NO06,35,25,No06,,1998,1998,363815,870902,2,33,1000,1,1000,,,
1405,NO09,NO09,35,25,No09,,1998,1998,491692,141562,2,33,1000,1,1000,,,
1406,50KT_0009,50KT_0009,37,28,50KT-0009,,2009,2009,,,2,5,1000,1,1000,,,
1407,QH51_73,QH51_73,37,33,QH-5173,,2003,2003,,,2,5,1000,1,1000,,,
1408,QH57_35,QH57_35,34,25,,,2011,2011,,,2,19,1000,1,1000,,,
1409,50KT_00152,50KT_00152,33,56,50KT-00152,,2012,2012,,,2,23,1000,1,1000,,,
1410,QDNB02,QDNB02,33,56,,,2013,2013,,,2,23,1000,1,1000,,,
1411,NO-08,NO08,38,25,,,,,,,2,1,1000,1,1000,,,
1412,CL11,CL11,42,9,51C-242.50,,2013,2013,KMEFC18CPDC071177,D6ACD242747,2,19,1000,1,1000,,,
1413,CL12,CL12,42,9,51C-240.07,,2013,2013,KMEFC18CPDC071175,D6ACD242574,2,19,1000,1,1000,,,
1414,CL13,CL13,42,9,51C-243.30,,2012,2012,KMEFC18CPCC069118,D6ACC233601,2,19,1000,1,1000,,,
1415,CL14,CL14,42,9,51C-242.71,,2012,2012,KMEFC18CPCC069117,D6ACC233603,2,19,1000,1,1000,,,
1416,CL15,CL15,42,9,51C-242.29,,2013,2013,KMEFC18CPDC071176,D6ACD242573,2,19,1000,1,1000,,,
1417,CL16,CL16,42,9,51C-297.67,,2013,2013,KMEFC18CPDC071800,D6ACD243819,2,19,1000,1,1000,,,
1418,CL17,CL17,42,9,51C-295.28,,2013,2013,KMEFC18CPDC071793,D6ACD243374,2,19,1000,1,1000,,,
1419,CL18,CL18,42,9,51C-295.87,,2013,2013,KMEFC18CPDC071796,D6ACD243730,2,19,1000,1,1000,,,
1420,CL19,CL19,42,9,51C-296.12,,2013,2013,KMEFC18CPDC071799,D6ACD243635,2,19,1000,1,1000,,,
1421,CL20,CL20,42,9,51C-297.77,,2013,2013,KMEFC18CPDC071794,D6ACD243372,2,19,1000,1,1000,,,
1422,CL24,CL24,42,9,51C-299.68,,2013,2013,KMEFC18CPDC074599,D6ACD248507,2,19,1000,1,1000,,,
1423,CL25,CL25,42,9,51C-241.96,,2013,2013,KMEFC18CPDC074602,D6ACD249019,2,19,1000,1,1000,,,
1424,CL26,CL26,42,9,51C-279.16,,2013,2013,KMEFC18CPDC071798,D6ACD243729,2,19,1000,1,1000,,,
1425,CL27,CL27,42,9,51C-240.81,,2013,2013,KMEFC18CPDC074598,D6ACD248582,2,19,1000,1,1000,,,
1426,CL28,CL28,42,9,51C-279.62,,2013,2013,KMEFC18CPDC074601,D6ACD249018,2,19,1000,1,1000,,,
1427,CL29,CL29,42,9,51C-278.92,,2013,2013,KMEFC18CPDC073906,D6ACD246355,2,19,1000,1,1000,,,
1428,CL30,CL30,42,9,51C-298.78,,2013,2013,KMEFC18CPDC074592,D6ACD247117,2,19,1000,1,1000,,,
1429,CL31,CL31,42,9,51C-279.14,,2013,2013,KMEFC18CPDC074591,D6ACD248026,2,19,1000,1,1000,,,
1430,CL32,CL32,42,9,51C-297.66,,2013,2013,KMEFC18CPDC074589,D6ACD247855,2,19,1000,1,1000,,,
1431,CL33,CL33,42,9,51C-297.89,,2013,2013,KMEFC18CPDC074590,D6ACD247771,2,19,1000,1,1000,,,
1432,TC-01,TC-01,44,9,73/3/PC97,,1995,1996,,,22,22,1000,1,1000,,,
1433,TC-02,TC-02,44,9,22/98/ĐKSG,,1995,1996,,,7,7,1000,13,1000,,,
1434,TC-04,TC-04,44,9,96/6/PC97,,1975,1997,,,22,22,1000,1,1000,,,
1435,TC-06,TC-06,44,9,73/3/PC97,,1975,1997,,,2,21,1000,1,1000,,,
1436,TC-08,TC-08,44,9,53/99/ĐKSG,,1997,1998,,,22,22,1000,1,1000,,,
1437,TC-10,TC-10,44,9,63/99/ĐKSG,,1975,1999,,,2,29,1000,14,1000,,,
1438,TC-12,TC-12,44,9,123/001/ĐKSG,,1987,1999,,,2,21,1000,1,1000,,,
1439,TC-68,TC-68,44,9,Quân sự,,1953,1993,,,29,29,1000,1,1000,,,
1440,TC-A1,TC-A1,44,9,Quân sự,,1953,1993,,,22,22,1000,1,1000,,,
1441,TC-A2,TC-A2,44,9,Quân sự,,1953,1993,,,22,22,1000,1,1000,,,
1442,TC-A3,TC-A3,44,9,Quân sự,,1953,1993,,,29,29,1000,1,1000,,,
1443,TC-A4,TC-A4,44,9,Quân sự,,1953,1993,,,29,29,1000,1,1000,,,
1444,CN-100T,CN-100T,47,9,Quân sự,,1953,1993,,,2,21,1000,1,1000,,,
1445,TC-15,TC-15,46,9,BV-0546,,,,,,7,7,1000,1,1000,,,
1446,TC-16,TC-16,46,9,BV-0547,,,,,,7,7,1000,1,1000,,,
1447,TC-17,TC-17,46,9,SG-0533,,,,,,7,7,1000,1,1000,,,
1448,TC-19,TC-19,46,9,SG-1056,,,,,,7,7,1000,1,1000,,,
1449,TC-20,TC-20,46,9,SG-4866,,,,,,7,7,1000,1,1000,,,
1450,TC-21,TC-21,46,9,BV-0548,,,,,,7,7,1000,1,1000,,,
1451,TC-22,TC-22,46,9,BV-0537,,,,,,7,7,1000,1,1000,,,
1452,TC-25,TC-25,46,9,BV-0538,,,,,,7,7,1000,1,1000,,,
1453,TC-MF1.1,TC-MF1.1,48,61,,,1996,1996,1852,65588,2,5,1000,2,1000,,,
1454,TC-MF1.2,TC-MF1.2,48,61,,,1994,1994,2102,71257,2,5,1000,2,1000,,,
1455,TC-MF2.1,TC-MF2.1,48,62,,,2001,2001,2120264004,115332/4,2,5,1000,2,1000,,,
1456,TC-MF2.2,TC-MF2.2,48,62,,,2001,2001,2120264005,116310/4,2,5,1000,2,1000,,,
1457,MF-550.2,MF-550.2,48,63,,,2002,2002,14014239,FS216195/2,2,5,1000,2,1000,,,
1458,CL-MF1.1,CL-MF1.1,48,63,,,2002,2002,CS220140/1,33151610,2,5,1000,1,1000,,,
1459,CL-MF1.2,CL-MF1.2,48,63,,,2002,2002,CS220140/2,33151617,2,5,1000,1,1000,,,
1460,CL-MF1.3,CL-MF1.3,48,63,,,2012,2012,0276785/005,37247213,2,5,1000,1,1000,,,
1461,CL-MF2.1,CL-MF2.1,48,64,,,2002,2002,WA528953,539100150,2,5,1000,1,1000,,,
1462,CL-MF2.2,CL-MF2.2,48,64,,,2007,2007,WA 546218,539100906,2,5,1000,1,1000,,,
1463,CL-MF2.3,CL-MF2.3,48,64,,,2007,2007,WA 558369,539101592,2,5,1000,1,1000,,,
1464,CL-MF2.4-1,CL-MF2.4-1,48,65,,,2012,2012,266762/005,DGBH8031 U14819V,2,5,1000,1,1000,,,
1465,CL-MF2.4,CL-MF2.4,48,63,,,2006,2006,,,2,5,1000,1,1000,,,
1466,CL-MF3.1,CL-MF3.1,48,63,,,2004,2004,402186,37214540,2,5,1000,1,1000,,,
1467,CL-MF3.2,CL-MF3.2,48,63,,,2004,2004,402210,37214483,2,5,1000,1,1000,,,
1468,CL-MF3.3,CL-MF3.3,48,63,,,2004,2004,402209,37214482,2,5,1000,1,1000,,,
1469,CL-MF3.4,CL-MF3.4,48,63,,,2004,2004,402211,37214518,2,5,1000,1,1000,,,
1470,CL-MF4.1,CL-MF4.1,48,64,,,2005,2005,WA 546188,539100899,2,5,1000,1,1000,,,
1471,CL-MF4.2,CL-MF4.2,48,64,,,2005,2005,WA 545965,539100900,2,5,1000,1,1000,,,
1472,CL-MF4.3,CL-MF4.3,48,64,,,2007,2007,WA 556269,539100907,2,5,1000,1,1000,,,
1473,CL-MF4.4,CL-MF4.4,48,66,,,2008,2008,MT 18673,GB082497U892,2,5,1000,1,1000,,,
1474,CL-MF4.5,CL-MF4.5,48,63,,,2009,2009,E2175,25336892,2,5,1000,1,1000,,,
1475,CL-MF4.6,CL-MF4.6,48,63,,,2009,2009,E1757,25332788,2,5,1000,1,1000,,,
1476,MF-550.1,MF-550.1,48,62,,,2002,2002,110793/4,2160039039,2,5,1000,1,1000,,,
1477,MF-550.2,MF-550.2,48,62,,,2002,2002,111988/3,2160039105,2,5,1000,1,1000,,,
1478,MF-550.3,MF-550.3,48,62,,,2002,2002,111988/1,2160039102,2,5,1000,1,1000,,,
1479,MF-550.4,MF-550.4,48,62,,,2002,2002,111621/1,2160039041,2,5,1000,1,1000,,,
1480,ST-MF01,ST-MF01,48,67,,,2002,2002,961967,717680,13,13,1000,4,1000,,,
1481,ST-MF02,ST-MF02,48,9,,,2003,2003,ES 210195/1,14019238,13,13,1000,4,1000,,,
1482,ST-MF03,ST-MF03,48,63,,,1998,1998,EJ 084311/4,37177799,13,13,1000,4,1000,,,
1483,CL-MF4C,CL-MF4C,48,68,,,1996,1996,WA 506502,06VF 216175,13,13,1000,4,1000,,,
1484,CM1-01,CM1-01,48,63,,,2009,2009,X08E191407,33173514,11,11,1000,3,1000,,,
1485,CM1-02,CM1-02,48,63,,,2009,2009,X08D180830,33173290,11,11,1000,3,1000,,,
1486,CM2-01,CM2-01,48,63,,,2010,2010,X09L450625,33179266,11,5,1000,3,1000,,,
1487,ODA01,ODA01,48,63,,,2014,2014,,,32,32,1000,3,1000,,,
1488,ODA02,ODA02,48,63,,,2014,2014,,,32,32,1000,3,1000,,,
1489,LB-MT150,LB-MT150,48,9,,,2010,2010,ECP34-2L/4,ENES67TM3,14,14,1000,7,1000,,,
1490,TC-MT01,TC-MT01,48,65,,,2010,2010,251396/002,U16926U,16,16,1000,17,1000,,,
1491,MF-550.3,MF-550.3,48,63,,,2002,2002,FS216195/2,14014239,2,5,1000,8,1000,,,
1492,CN-01,CN-01,43,9,,,1994,2002,,,2,19,1000,2,1000,,,
1493,CN-02,CN-02,43,9,,,1994,2002,,,2,21,1000,1,1000,,,
1494,CN-04,CN-04,43,9,,,1996,1996,,,2,21,1000,1,1000,,,
1495,CN-06,CN-06,43,9,,,1996,1996,,,2,21,1000,1,1000,,,
1496,TK-08,TK-08,45,9,,,1999,1999,,,2,21,1000,1,1000,,,
1497,TK-10,TK-10,43,9,,,1995,2002,,,2,19,1000,3,1000,,,
1498,CN-12,CN-12,43,9,,,2000,2000,,,2,21,1000,1,1000,,,
1499,TK-16,TK-16,43,9,7641/ĐK,,2010,2010,,,2,19,1000,3,1000,,,
1500,TK-17,TK-17,45,9,3282/ĐK,,2007,2010,,,2,21,1000,1,1000,,,
1501,TK-18,TK-18,45,9,3281/ĐK,,2007,2010,,,2,21,1000,1,1000,,,
1502,TK-20,TK-20,43,9,8030/ĐK,,2011,2011,,,2,21,1000,1,1000,,,
1503,TK-09,TK-09,43,9,8419/ĐK,,2012,2012,,,2,21,1000,1,1000,,,
1504,NB278,NB278,23,34,,,2013,2013,,,6,1,1000,1,1000,,,
1505,NB279,NB279,23,34,,,2013,2013,,,6,1,1000,1,1000,,,
1506,NB280,NB280,23,34,,,2013,2013,,,6,1,1000,1,1000,,,
1507,NB281,NB281,23,34,,,2013,2013,,,6,1,1000,1,1000,,,
1508,NB282,NB282,23,34,,,2013,2013,,,6,1,1000,1,1000,,,
1509,NB288,NB288,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1510,NB289,NB289,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1511,NB290,NB290,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1512,NB291,NB291,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1513,NB292,NB292,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1514,NB293,NB293,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1515,NB294,NB294,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1516,NB295,NB295,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1517,NB296,NB296,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1518,NB297,NB297,23,34,,,2014,2015,,,42,1,1000,1,1000,,,
1519,TCMT14,TCMT-04122,24,37,72C-04122,,2014,2014,,,16,16,1000,17,1000,,,
1520,TCMT15,TCMT-04372,24,37,72C-04372,,2014,2014,,,16,16,1000,17,1000,,,
1521,TCMT16,TCMT-04304,24,37,72C-04304,,2014,2014,,,16,16,1000,17,1000,,,
1522,TCMT17,TCMT17-04473,24,37,72C-04473,,2014,2014,,,16,16,1000,17,1000,,,
1523,TCMT18,TCMT18-04453,24,37,72C-04453,,2014,2014,,,16,16,1000,17,1000,,,
1524,TCMT19,TCMT-46726,24,37,51C-46726,,2014,2014,,,16,16,1000,17,1000,,,
1525,TCMT20,TCMT-36529,24,37,51C-36529,,2014,2014,,,16,16,1000,17,1000,,,
1526,TCMT21,TCMT-43012,24,37,51C-43012,,2014,2014,,,16,16,1000,17,1000,,,
1527,TCMT22,TCMT-46561,24,37,51C-46561,,2014,2014,,,16,16,1000,17,1000,,,
1528,TCMT23,TCMT-46623,24,37,51C-46623,,2014,2014,,,16,16,1000,17,1000,,,
1529,TCMT24,TCMT-47431,24,37,51C-47431,,2014,2014,,,16,16,1000,17,1000,,,
1530,TCMT25,TCMT-42998,24,37,51C-42998,,2014,2014,,,16,16,1000,17,1000,,,
1531,TCMT26,TCMT-44345,24,37,51C-44345,,2014,2014,,,16,16,1000,17,1000,,,
1532,TCMT27,TCMT-42929,24,37,51C-42929,,2014,2014,,,16,16,1000,17,1000,,,
1533,TCMT28,TCMT-42991,24,37,51C-42991,,2014,2014,,,16,16,1000,17,1000,,,
1534,TCMT29,TCMT-04304,24,37,51C-04304,,2014,2014,,,16,16,1000,17,1000,,,
1535,CPCL33,CPCL33,24,25,51C-297.89,135526,2013,2013,KMEFC18CPDC074590,D6ACD247771,4,4,1000,1,1000,,,
1536,CPCL44,CPCL44,24,37,51C-457.50,1867,2014,2014,KL4V3TEF1EK000641,DE12TIS434495CA,4,4,1000,1,1000,,,
1537,CPCL45,CPCL45,24,37,51C-457.70,1871,2014,2014,KL4V3TEF1EK000640,DE12TIS434494CA,4,4,1000,1,1000,,,
1538,CPCL46,CPCL46,24,37,51C-455.31,1857,2014,2014,KL4V3TEF1EK000630,DE12TIS433144CA,4,4,1000,1,1000,,,
1539,CPCL47,CPCL47,24,37,51C-442.61,1855,2014,2014,KL4V3TEF1EK000633,DE12TIS433145CA,4,4,1000,1,1000,,,
1540,CPCL48,CPCL48,24,37,51C-456.46,1859,2014,2014,KL4V3TEF1EK000631,DE12TIS433122CA,4,4,1000,1,1000,,,
1541,CPCL49,CPCL49,24,37,51C-490.69,14566,2014,2014,KL4V3TEF1EK000777,DE12TIS435264CA,4,4,1000,1,1000,,,
1542,CPCL50,CPCL50,24,37,51C-490.84,14823,2014,2014,KL4V3TEF1EK000779,DE12TIS435873CA,4,4,1000,1,1000,,,
1543,CPCL51,CPCL51,24,37,51C-490.89,14688,2014,2014,KL4V3TEF1EK000781,DE12TIS435417CA,4,4,1000,1,1000,,,
1544,CPCL52,CPCL52,24,37,51C-491.04,14565,2014,2014,KL4V3TEF1EK000782,DE12TIS435357CA,4,4,1000,1,1000,,,
1545,CPCL53,CPCL53,24,37,51C-488.94,14676,2014,2014,KL4V3TEF1EK000784,DE12TIS436073CA,4,4,1000,1,1000,,,
1546,CPCL54,CPCL54,24,37,51C-484.80,33097,2014,2014,KL4V3TEF1EK000811,DE12TIS435350CA,4,4,1000,1,1000,,,
1547,CPCL55,CPCL55,24,37,51C-482.86,33092,2014,2014,KL4V3TEF1EK000813,DE12TIS429720CB,4,4,1000,1,1000,,,
1548,CPCL56,CPCL56,24,37,51C-482.95,33091,2014,2014,KL4V3TEF1EK000812,DE12TIS435548CA,4,4,1000,1,1000,,,
1549,CPCL57,CPCL57,24,37,51C-539.66,46239,2014,2014,KLV4V3TEF1FK000851,DE12TIS438120CA,4,4,1000,1,1000,,,
1550,CPCL58,CPCL58,24,37,51C-543.64,476245,2014,2014,KLV4V3TEF1FK000858,DE12TIS438092CA,4,4,1000,1,1000,,,
1551,CPCL59,CPCL59,24,37,51C-537.30,46237,2014,2014,KLV4V3TEF1FK000859,DE12TIS438242CA,4,4,1000,1,1000,,,
1552,CPCL60,CPCL60,24,37,51C-543.36,46243,2014,2014,KLV4V3TEF1FK000854,DE12TIS438515CA,4,4,1000,1,1000,,,
1553,CPCL61,CPCL61,24,37,51C-536.47,46236,2014,2014,KLV4V3TEF1FK000856,DE12TIS438089CA,4,4,1000,1,1000,,,
1554,CPCL62,CPCL62,24,37,51C-543.82,46248,2014,2014,KLV4V3TEF1FK000853,DE12TIS438119CA,4,4,1000,1,1000,,,
1555,CPCL63,CPCL63,24,37,51C-520.41,46233,2014,2014,KLV4V3TEF1FK000852,DE12TIS438125CA,4,4,1000,1,1000,,,
1556,TCOT13,TCOT13,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
1557,TCOT14,TCOT14,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
1558,TCOT15,TCOT15,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
1559,TCOT16,TCOT16,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
1560,TCOT17,TCOT17,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
1561,TCOT18,TCOT18,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
1562,TCOT19,TCOT19,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
1563,TCOT20,TCOT20,23,41,,,2000,2000,,,35,32,1000,3,1000,,,
1564,TVCL16,TVCL16,24,37,,,,,,,28,28,1000,1,1000,,,
1565,TVCL17,TVCL17,24,37,,,,,,,28,28,1000,1,1000,,,
1566,TVCL18,TVCL18,24,37,,,,,,,28,28,1000,1,1000,,,
1567,TVCL19,TVCL19,24,37,,,,,,,28,28,1000,1,1000,,,
1568,TVCL20,TVCL20,24,37,,,,,,,28,28,1000,1,1000,,,
1569,TVCL21,TVCL21,24,37,,,,,,,28,28,1000,1,1000,,,
1570,TVCL22,TVCL22,24,37,,,,,,,28,28,1000,1,1000,,,
1571,TVCL23,TVCL23,24,37,,,,,,,28,28,1000,1,1000,,,
1572,TVCL24,TVCL24,24,37,,,,,,,28,28,1000,1,1000,,,
1573,TVCL25,TVCL25,24,37,,,,,,,28,28,1000,1,1000,,,
1574,TVCL26,TVCL26,24,37,,,,,,,28,28,1000,1,1000,,,
1575,TVCL27,TVCL27,24,37,,,,,,,28,28,1000,1,1000,,,
1576,TVCL28,TVCL28,24,37,,,,,,,28,28,1000,1,1000,,,
1577,TVCL29,TVCL29,24,37,,,,,,,28,28,1000,1,1000,,,
1578,TVCL30,TVCL30,24,37,,,,,,,28,28,1000,1,1000,,,
1579,VTT01,VTT-044.08,24,37,72C-044.08,,2013,2013,KL4V3TEF1EK000614,DE12TIS433731CA,7,7,1000,8,1000,,,
1580,VTT02,VTT-046.60,24,37,72C-046.60,,2013,2013,KL4V3TEF1EK000615,DE12TIS433807CA,7,7,1000,8,1000,,,
1581,VTT03,VTT-046.19,24,37,72C-046.19,,2013,2013,KL4V3TEF1EK000642,DE12TIS434490CA,7,7,1000,8,1000,,,
1582,VTT04,VTT04,24,25,,,,,,,7,7,1000,8,1000,,,
1583,VTT05,VTT05,24,25,,,,,,,7,7,1000,8,1000,,,
1584,VTT06,VTT06,24,25,,,,,,,7,7,1000,8,1000,,,
1585,TCMK01,TCMK-039.31,24,37,65C-039.31,,2014,2014,KL4V3TEF1EK000778,DE12TIS435875CA,42,42,1000,13,1000,,,
